title,content,description,language,source,published_at,url,keyword
Istanbul stock exchange hits new record high,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-06-25 23:01:36.833391,https://example.com/article_429,sample
Central bank governor signals potential rate cuts ahead,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,CNN,2025-06-04 03:10:36.833391,https://example.com/article_430,sample
Istanbul stock exchange hits new record high,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-17 09:15:36.833391,https://example.com/article_431,sample
Turkish banks report strong quarterly earnings,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,tr,BBC,2025-06-07 09:16:36.833391,https://example.com/article_432,sample
Turkish lira strengthens against dollar after policy announcement,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-02 13:39:36.833391,https://example.com/article_433,sample
Istanbul stock exchange hits new record high,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,en,CNN,2025-06-21 05:15:36.833391,https://example.com/article_434,sample
Inflation concerns grow as food prices surge in Turkey,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-24 21:11:36.833391,https://example.com/article_435,sample
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,BBC,2025-06-21 09:48:36.833391,https://example.com/article_436,sample
Turkish economy shows signs of recovery in latest GDP data,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,en,Hurriyet,2025-06-05 08:17:36.833391,https://example.com/article_437,sample
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-11 11:57:36.833391,https://example.com/article_438,sample
Turkish manufacturing sector expands for third consecutive month,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-04 00:33:36.833391,https://example.com/article_439,sample
Erdogan announces new economic reform package,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,en,CNN,2025-06-24 23:22:36.833391,https://example.com/article_440,sample
Erdogan announces new economic reform package,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Hurriyet,2025-06-26 20:31:36.833391,https://example.com/article_441,sample
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-21 20:51:36.833391,https://example.com/article_442,sample
Erdogan announces new economic reform package,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,BBC,2025-06-04 09:10:36.833391,https://example.com/article_443,sample
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-06-01 17:21:36.833391,https://example.com/article_444,sample
Istanbul stock exchange hits new record high,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Hurriyet,2025-06-19 00:06:36.833391,https://example.com/article_445,sample
Central bank governor signals potential rate cuts ahead,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-08 03:33:36.833391,https://example.com/article_446,sample
New trade agreement signed between Turkey and EU,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,Haberturk,2025-05-30 09:31:36.833391,https://example.com/article_447,sample
Turkish lira strengthens against dollar after policy announcement,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Reuters,2025-05-27 19:21:36.833391,https://example.com/article_448,sample
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,CNN,2025-06-01 18:46:36.833391,https://example.com/article_449,sample
New trade agreement signed between Turkey and EU,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,Hurriyet,2025-06-02 20:24:36.833391,https://example.com/article_450,sample
Central bank governor signals potential rate cuts ahead,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-01 14:12:36.833391,https://example.com/article_451,sample
Currency volatility increases amid political uncertainty,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-02 11:52:36.833391,https://example.com/article_452,sample
Central bank governor signals potential rate cuts ahead,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-07 16:21:36.833391,https://example.com/article_453,sample
Inflation concerns grow as food prices surge in Turkey,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-06-17 13:00:36.833391,https://example.com/article_454,sample
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,tr,Hurriyet,2025-06-09 12:29:36.833391,https://example.com/article_455,sample
Geopolitical tensions affect Turkish financial markets,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-25 13:18:36.833391,https://example.com/article_456,sample
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-06-09 10:04:36.833391,https://example.com/article_457,sample
Turkish exports reach all-time high in quarterly results,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,CNN,2025-06-17 04:50:36.833391,https://example.com/article_458,sample
Turkish exports reach all-time high in quarterly results,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-06-19 18:29:36.833391,https://example.com/article_459,sample
Istanbul stock exchange hits new record high,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,BBC,2025-05-27 13:42:36.833391,https://example.com/article_460,sample
Turkish exports reach all-time high in quarterly results,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,BBC,2025-06-09 17:13:36.833391,https://example.com/article_461,sample
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,Haberturk,2025-06-14 08:05:36.833391,https://example.com/article_462,sample
Currency volatility increases amid political uncertainty,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-05-30 06:43:36.833391,https://example.com/article_463,sample
Central bank governor signals potential rate cuts ahead,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,tr,Anadolu Agency,2025-06-19 20:37:36.833391,https://example.com/article_464,sample
Turkish lira strengthens against dollar after policy announcement,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-05-28 11:22:36.833391,https://example.com/article_465,sample
Turkish lira strengthens against dollar after policy announcement,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-05-31 18:22:36.833391,https://example.com/article_466,sample
Turkish banks report strong quarterly earnings,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,en,Reuters,2025-06-27 07:07:36.833391,https://example.com/article_467,sample
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-06-03 17:24:36.833391,https://example.com/article_468,sample
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-06-21 04:59:36.833391,https://example.com/article_469,sample
Turkish lira strengthens against dollar after policy announcement,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-06-01 12:04:36.833391,https://example.com/article_470,sample
Turkish exports reach all-time high in quarterly results,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,CNN,2025-05-30 16:01:36.833391,https://example.com/article_471,sample
Istanbul stock exchange hits new record high,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Haberturk,2025-05-31 02:40:36.833391,https://example.com/article_472,sample
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-13 05:51:36.833391,https://example.com/article_473,sample
Turkish Central Bank raises interest rates to combat inflation,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Bloomberg,2025-06-19 17:57:36.833391,https://example.com/article_474,sample
New trade agreement signed between Turkey and EU,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-06-21 09:13:36.833391,https://example.com/article_475,sample
Turkish lira strengthens against dollar after policy announcement,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-06-17 03:36:36.833391,https://example.com/article_476,sample
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,en,Bloomberg,2025-06-16 17:17:36.833391,https://example.com/article_477,sample
Turkish tourism industry bounces back strongly,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-10 13:38:36.833391,https://example.com/article_478,sample
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-06-05 03:34:36.833391,https://example.com/article_479,sample
Turkish lira strengthens against dollar after policy announcement,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-05 20:00:36.833391,https://example.com/article_480,sample
Inflation concerns grow as food prices surge in Turkey,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,Bloomberg,2025-06-26 20:57:36.833391,https://example.com/article_481,sample
Turkish economy shows signs of recovery in latest GDP data,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-05-29 21:08:36.833391,https://example.com/article_482,sample
Central bank governor signals potential rate cuts ahead,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,en,Haberturk,2025-06-11 11:11:36.833391,https://example.com/article_483,sample
Currency volatility increases amid political uncertainty,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,Hurriyet,2025-06-17 18:18:36.833391,https://example.com/article_484,sample
Turkish manufacturing sector expands for third consecutive month,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,en,Haberturk,2025-06-14 16:07:36.833391,https://example.com/article_485,sample
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-06-21 13:08:36.833391,https://example.com/article_486,sample
Turkish manufacturing sector expands for third consecutive month,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,Anadolu Agency,2025-06-22 15:14:36.833391,https://example.com/article_487,sample
Turkish manufacturing sector expands for third consecutive month,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,Hurriyet,2025-06-24 16:43:36.833391,https://example.com/article_488,sample
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,CNN,2025-06-11 04:53:36.833391,https://example.com/article_489,sample
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Anadolu Agency,2025-06-16 06:16:36.833391,https://example.com/article_490,sample
Turkish tourism industry bounces back strongly,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-26 18:25:36.833391,https://example.com/article_491,sample
Government announces infrastructure investment program,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Bloomberg,2025-06-19 05:35:36.833391,https://example.com/article_492,sample
Currency volatility increases amid political uncertainty,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-04 13:03:36.833391,https://example.com/article_493,sample
Erdogan announces new economic reform package,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,Reuters,2025-06-01 16:04:36.833391,https://example.com/article_494,sample
Inflation concerns grow as food prices surge in Turkey,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,tr,Haberturk,2025-06-13 02:05:36.833391,https://example.com/article_495,sample
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,tr,BBC,2025-06-04 18:22:36.833391,https://example.com/article_496,sample
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,BBC,2025-06-09 09:37:36.833391,https://example.com/article_497,sample
Turkish exports reach all-time high in quarterly results,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-21 09:09:36.833391,https://example.com/article_498,sample
Turkish lira strengthens against dollar after policy announcement,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Bloomberg,2025-06-24 22:10:36.833391,https://example.com/article_499,sample
